X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-2.985000e+02,5.000000e-01
0,3.04e+00,3.92e+00,
1,3.12e+00,3.84e+00,
2,3.04e+00,3.84e+00,
3,3.12e+00,3.92e+00,
4,3.00e+00,3.92e+00,
5,3.12e+00,3.84e+00,
6,3.00e+00,3.92e+00,
7,3.12e+00,3.84e+00,
8,3.08e+00,3.84e+00,
9,3.00e+00,4.88e+00,
10,3.00e+00,4.88e+00,
11,3.12e+00,4.80e+00,
12,3.12e+00,4.88e+00,
13,3.04e+00,4.80e+00,
14,3.12e+00,4.88e+00,
15,3.04e+00,4.80e+00,
16,3.12e+00,4.88e+00,
17,3.04e+00,4.80e+00,
18,3.04e+00,4.88e+00,
19,3.12e+00,4.80e+00,
20,3.04e+00,4.88e+00,
21,3.12e+00,4.80e+00,
22,3.04e+00,4.88e+00,
23,3.12e+00,4.80e+00,
24,3.04e+00,4.96e+00,
25,3.12e+00,4.72e+00,
26,3.04e+00,4.96e+00,
27,3.16e+00,4.72e+00,
28,3.04e+00,4.96e+00,
29,3.16e+00,4.72e+00,
30,3.04e+00,4.96e+00,
31,3.16e+00,4.80e+00,
32,3.04e+00,4.96e+00,
33,3.16e+00,4.80e+00,
34,3.16e+00,4.96e+00,
35,3.04e+00,4.72e+00,
36,3.16e+00,4.96e+00,
37,3.08e+00,4.72e+00,
38,3.16e+00,4.96e+00,
39,3.08e+00,4.80e+00,
40,3.16e+00,4.80e+00,
41,3.08e+00,4.88e+00,
42,3.16e+00,4.88e+00,
43,3.08e+00,4.80e+00,
44,3.16e+00,4.88e+00,
45,3.08e+00,4.80e+00,
46,3.08e+00,4.88e+00,
47,3.16e+00,4.80e+00,
48,3.08e+00,4.88e+00,
49,3.16e+00,4.80e+00,
50,3.08e+00,4.88e+00,
51,3.16e+00,4.80e+00,
52,3.08e+00,4.88e+00,
53,3.16e+00,4.80e+00,
54,3.08e+00,4.88e+00,
55,3.16e+00,4.80e+00,
56,3.16e+00,4.88e+00,
57,3.08e+00,4.80e+00,
58,3.08e+00,4.88e+00,
59,3.20e+00,4.80e+00,
60,3.12e+00,4.88e+00,
61,3.20e+00,4.80e+00,
62,3.12e+00,4.80e+00,
63,3.20e+00,4.96e+00,
64,3.20e+00,4.96e+00,
65,3.12e+00,4.72e+00,
66,3.20e+00,4.96e+00,
67,3.08e+00,4.72e+00,
68,3.20e+00,4.88e+00,
69,3.12e+00,4.80e+00,
70,3.20e+00,4.80e+00,
71,3.12e+00,4.96e+00,
72,3.12e+00,4.80e+00,
73,3.20e+00,4.96e+00,
74,3.20e+00,4.96e+00,
75,3.12e+00,4.72e+00,
76,3.12e+00,4.96e+00,
77,3.20e+00,4.72e+00,
78,3.12e+00,4.96e+00,
79,3.20e+00,4.72e+00,
80,3.20e+00,4.80e+00,
81,3.12e+00,4.96e+00,
82,3.20e+00,4.80e+00,
83,3.12e+00,4.96e+00,
84,3.20e+00,4.96e+00,
85,3.12e+00,4.80e+00,
86,3.12e+00,4.80e+00,
87,3.20e+00,4.88e+00,
88,3.20e+00,4.96e+00,
89,3.12e+00,4.72e+00,
90,3.12e+00,4.80e+00,
91,3.20e+00,4.96e+00,
92,3.20e+00,4.88e+00,
93,3.12e+00,4.80e+00,
94,3.12e+00,4.88e+00,
95,3.24e+00,4.80e+00,
96,3.20e+00,4.88e+00,
97,3.12e+00,4.80e+00,
98,3.12e+00,4.88e+00,
99,3.20e+00,4.80e+00,
100,3.20e+00,4.88e+00,
101,3.12e+00,4.80e+00,
102,3.12e+00,4.80e+00,
103,3.24e+00,4.88e+00,
104,3.20e+00,4.88e+00,
105,3.12e+00,4.80e+00,
106,3.12e+00,4.72e+00,
107,3.24e+00,4.96e+00,
108,3.12e+00,4.96e+00,
109,3.24e+00,4.72e+00,
110,3.12e+00,4.96e+00,
111,3.24e+00,4.72e+00,
112,3.12e+00,4.96e+00,
113,3.24e+00,4.72e+00,
114,3.24e+00,4.96e+00,
115,3.12e+00,4.72e+00,
116,3.16e+00,4.80e+00,
117,3.24e+00,4.88e+00,
118,3.24e+00,4.88e+00,
119,3.16e+00,4.80e+00,
120,3.16e+00,4.88e+00,
121,3.24e+00,4.80e+00,
122,3.24e+00,4.96e+00,
123,3.16e+00,4.80e+00,
124,3.24e+00,4.88e+00,
125,3.16e+00,4.80e+00,
126,3.24e+00,4.88e+00,
127,3.16e+00,4.80e+00,
128,3.24e+00,4.88e+00,
129,3.20e+00,4.80e+00,
130,3.24e+00,4.80e+00,
131,3.16e+00,4.88e+00,
132,3.24e+00,4.88e+00,
133,3.16e+00,4.80e+00,
134,3.24e+00,4.88e+00,
135,3.16e+00,4.80e+00,
136,3.24e+00,4.88e+00,
137,3.16e+00,4.80e+00,
138,3.24e+00,4.80e+00,
139,3.16e+00,4.88e+00,
140,3.24e+00,4.88e+00,
141,3.16e+00,4.80e+00,
142,3.24e+00,4.88e+00,
143,3.16e+00,4.80e+00,
144,3.24e+00,4.88e+00,
145,3.16e+00,4.80e+00,
146,3.24e+00,4.88e+00,
147,3.16e+00,4.80e+00,
148,3.16e+00,4.88e+00,
149,3.24e+00,4.80e+00,
150,3.24e+00,4.88e+00,
151,3.16e+00,4.80e+00,
152,3.24e+00,4.88e+00,
153,3.16e+00,4.80e+00,
154,3.24e+00,4.88e+00,
155,3.16e+00,4.80e+00,
156,3.16e+00,4.88e+00,
157,3.24e+00,4.80e+00,
158,3.16e+00,4.80e+00,
159,3.24e+00,4.96e+00,
160,3.16e+00,4.80e+00,
161,3.24e+00,4.88e+00,
162,3.16e+00,4.88e+00,
163,3.24e+00,4.80e+00,
164,3.16e+00,4.88e+00,
165,3.24e+00,4.80e+00,
166,3.16e+00,4.80e+00,
167,3.24e+00,4.96e+00,
168,3.16e+00,4.88e+00,
169,3.24e+00,4.80e+00,
170,3.16e+00,4.88e+00,
171,3.24e+00,4.80e+00,
172,3.16e+00,4.88e+00,
173,3.24e+00,4.80e+00,
174,3.16e+00,4.88e+00,
175,3.28e+00,4.80e+00,
176,3.16e+00,4.72e+00,
177,3.28e+00,4.96e+00,
178,3.16e+00,4.72e+00,
179,3.28e+00,4.96e+00,
180,3.16e+00,4.96e+00,
181,3.24e+00,4.72e+00,
182,3.16e+00,4.96e+00,
183,3.28e+00,4.72e+00,
184,3.16e+00,4.96e+00,
185,3.28e+00,4.72e+00,
186,3.16e+00,4.96e+00,
187,3.28e+00,4.80e+00,
188,3.28e+00,4.88e+00,
189,3.16e+00,4.80e+00,
190,3.20e+00,4.88e+00,
191,3.28e+00,4.80e+00,
192,3.28e+00,4.88e+00,
193,3.16e+00,4.80e+00,
194,3.28e+00,4.88e+00,
195,3.20e+00,4.80e+00,
196,3.28e+00,4.80e+00,
197,3.16e+00,4.88e+00,
198,3.28e+00,4.88e+00,
199,3.20e+00,4.80e+00,
200,3.20e+00,4.88e+00,
201,3.28e+00,4.80e+00,
202,3.28e+00,4.88e+00,
203,3.20e+00,4.80e+00,
204,3.28e+00,4.88e+00,
205,3.20e+00,4.80e+00,
206,3.28e+00,4.88e+00,
207,3.20e+00,4.80e+00,
208,3.28e+00,4.88e+00,
209,3.24e+00,4.80e+00,
210,3.28e+00,4.80e+00,
211,3.16e+00,4.96e+00,
212,3.28e+00,4.80e+00,
213,3.16e+00,4.96e+00,
214,3.28e+00,4.88e+00,
215,3.20e+00,4.80e+00,
216,3.28e+00,4.88e+00,
