X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.000000e+02,5.000000e-01
0,3.44e+00,4.80e+00,
1,3.36e+00,4.88e+00,
2,3.44e+00,4.88e+00,
3,3.36e+00,4.80e+00,
4,3.44e+00,4.88e+00,
5,3.36e+00,4.80e+00,
6,3.44e+00,4.88e+00,
7,3.36e+00,4.80e+00,
8,3.44e+00,4.88e+00,
9,3.36e+00,4.80e+00,
10,3.44e+00,4.80e+00,
11,3.36e+00,5.84e+00,
12,3.44e+00,5.84e+00,
13,3.36e+00,5.76e+00,
14,3.44e+00,5.84e+00,
15,3.36e+00,5.76e+00,
16,3.36e+00,5.84e+00,
17,3.44e+00,5.84e+00,
18,3.36e+00,5.84e+00,
19,3.44e+00,5.76e+00,
20,3.36e+00,5.84e+00,
21,3.48e+00,5.76e+00,
22,3.40e+00,5.84e+00,
23,3.48e+00,5.76e+00,
24,3.48e+00,5.76e+00,
25,3.40e+00,5.92e+00,
26,3.48e+00,5.84e+00,
27,3.40e+00,5.76e+00,
28,3.48e+00,5.84e+00,
29,3.40e+00,5.76e+00,
30,3.40e+00,5.84e+00,
31,3.48e+00,5.76e+00,
32,3.40e+00,5.84e+00,
33,3.48e+00,5.76e+00,
34,3.40e+00,5.84e+00,
35,3.52e+00,5.76e+00,
36,3.52e+00,5.84e+00,
37,3.40e+00,5.76e+00,
38,3.44e+00,5.84e+00,
39,3.52e+00,5.76e+00,
40,3.52e+00,5.92e+00,
41,3.44e+00,5.76e+00,
42,3.52e+00,5.84e+00,
43,3.44e+00,5.76e+00,
44,3.52e+00,5.84e+00,
45,3.44e+00,5.76e+00,
46,3.44e+00,5.76e+00,
47,3.52e+00,5.92e+00,
48,3.52e+00,5.84e+00,
49,3.44e+00,5.76e+00,
50,3.52e+00,5.84e+00,
51,3.44e+00,5.76e+00,
52,3.44e+00,5.84e+00,
53,3.52e+00,5.76e+00,
54,3.44e+00,5.84e+00,
55,3.52e+00,5.76e+00,
56,3.44e+00,5.84e+00,
57,3.56e+00,5.76e+00,
58,3.44e+00,5.84e+00,
59,3.56e+00,5.76e+00,
60,3.44e+00,5.84e+00,
61,3.56e+00,5.76e+00,
62,3.56e+00,5.84e+00,
63,3.48e+00,5.76e+00,
64,3.56e+00,5.84e+00,
65,3.52e+00,5.76e+00,
66,3.56e+00,5.84e+00,
67,3.48e+00,5.76e+00,
68,3.56e+00,5.84e+00,
69,3.48e+00,5.84e+00,
70,3.56e+00,5.84e+00,
71,3.48e+00,5.76e+00,
72,3.48e+00,5.84e+00,
73,3.56e+00,5.76e+00,
74,3.56e+00,5.84e+00,
75,3.48e+00,5.76e+00,
76,3.48e+00,5.92e+00,
77,3.56e+00,5.76e+00,
78,3.48e+00,5.84e+00,
79,3.56e+00,5.76e+00,
80,3.48e+00,5.84e+00,
81,3.56e+00,5.76e+00,
82,3.48e+00,5.84e+00,
83,3.60e+00,5.76e+00,
84,3.48e+00,5.84e+00,
85,3.60e+00,5.76e+00,
86,3.60e+00,5.84e+00,
87,3.48e+00,5.76e+00,
88,3.48e+00,5.84e+00,
89,3.60e+00,5.76e+00,
90,3.60e+00,5.84e+00,
91,3.48e+00,5.76e+00,
